new_number,news_text,category,cat-l3
NID_2023-01-21-13_1120,Biathlon Denise Herrmann Wick winnen dank furios Aufholjagd in Antholz Toprennen von Denise Herrmann Wick d deutsch Biathlon Star haben der Verfolgung von Antholz gewinnen dabei drehen sie besonders an der Ende auf,sport,sport
NID_2023-01-21-13_4605,Kampfpanzer für der Ukraine der was da passieren sein ein Albtraum der Lieferung von Leopard Kampfpanzer an der Ukraine rücken nah ein Oberst a d zeigen in der Video der Problem auf und warum sie ihr Pendant sowjetisch Bauart überlegen sein,politik,politik
NID_2023-01-21-13_2114,der Bundeswehr melden Ihn an Echte Soldat müssen vor Bohl strammstehen Calvin sein Soldat bei der Bundeswehr der DSDS Bewerbung übernehmen sein Kollege Foto RTL Stefan Gregorowius Stefan Gregorowius RTL,deutschland sucht den superstar,unterhaltung
NID_2023-01-21-13_6536,Öffentlichkeitsfahndung wer kennen dies Räuber Paar Dies Räuber Duo sollen ein zwölfjährig jung in Hannover überfallen haben Foto Polizeidirektion Hannover,fahndungen,kriminalitaet
NID_2023-01-21-14_1472,Bundesliga Sorgenkind Schalk 04 ein Klub liegen in Trümmern Schalk gehen als Tabellenletzte in der Bundesliga Rückrunde d Wintertrainingslager sorgen zudem nicht unbedingt dafür dass der Glaube an der Klassenerhalt wachsen sein,sport,sport
NID_2023-01-21-14_9410,wegen Dschungelcamp Teilnahme Manager droht Cosimo Citiolo mit rechtlich Schritt Cosimo Citiolo haben Geldprobleme deswegen sein er in der Dschungelcamp jetzt fordern auch sein einstig Manager ein Summe und unternehmen rechtlich Schritt,unterhaltung,unterhaltung
NID_2023-01-21-14_2682,Emotion pur der schön Derby Foto von HSG Eider Harde gegen HSG FONA Emotion pur der schön Derby Foto von HSG Eider Harde gegen HSG FONA,lokalsportmitte,sport
NID_2023-01-21-14_6980,Pyro Unfall mit zwei Tote in NÖ Ermittlung gegen unbekannt der Ermittlung in der Fall der Pyro Unfall mit zwei Tote in der Silvesternacht in Ternitz Bezirk Neunkirche richten er|es|sie weiter gegen unbekannt,polizei,polizei
NID_2023-01-21-14_7444,Schnee locken zahlreich Wintersportler in der Harz Mitte Dezember öffnen der Harzer Skigebiete erstmals in dies Saison anschließend sein für über ein Monat wegen zu hoch Temperatur nicht an Wintersport zu denken Nach Schneefälle wagen zwei Skigebiet an der Wochenende der Neustart,winter,wetter
NID_2023-01-21-14_6004,nach Attacke von Rudi Völler Innenministerin Nancy Faeser kontern Kritik der neu Nationalmannschaftsdirektor Rudi Völler haben der SPD Politikerin mit scharf Wort angreifen nun reagieren Nancy Faeser und erklären ihr vieldiskutiert Aktion während der WM in Katar,sport,sport
NID_2023-01-21-14_3569,Gemeindewohnungs Inserate in Wien Airbnb wollen Umsatz spenden Airbnb mögen der Umsatz aus Inserat für Gemeindewohnung spenden der OGH haben klargestellen dass Airbnb Gemeindewohnung der Stadt Wien nicht zu der Vermietung auf sein Online Plattform anbieten dürfen,umsatz,wirtschaft
NID_2023-01-21-15_5643,Marleen Lohse Schauspielerin verraten der Geschlecht ihr Baby Marleen Lohse werden in der September vergangen Jahr erstmals Mutter jetzt sprechen der Schauspielerin über Detail und geben der Geschlecht preis,unterhaltung,unterhaltung
NID_2023-01-21-15_6883,Premier League Klopp und Liverpool treten auf der Stelle kein Sieger in der Krisengipfel mit Chelsea in ein intensiven Spiel können er|es|sie wieder der Red noch der Blues durchsetzen dabei haben beinahe ein deutsch Nationalspieler der Partie entscheiden,sport,sport
NID_2023-01-21-15_8171,Strack Zimmermann über Leopard 2 Lieferung Deutschland haben leider versagen ein Entscheidung über der Lieferung deutsch Leopard Spitze|Panzer stehen weiter aus der sein ein Katastrophe sagen der Verteidigungspolitikerin,politik,politik
NID_2023-01-21-15_5906,Moderator verraten er auf Instagram heute spannend Gast in der Sportstudio Jochen Breyer begrüßen heute ein hoch spannend Gast in der ZDF Sportstudio Foto ZDF,spielertransfer,sport
NID_2023-01-21-15_7535,Schuß und Explosion in Schweden ein Tot Bandenkriminalität eskalieren in Schweden sein wohl erneut aufgrund von Gangkriminalität ein Mann umgekommen der Ministerpräsident schlagen Alarm,panorama,sonstiges
NID_2023-01-21-15_7459,Schneefall Frau sterben bei Verkehrsunfall in NÖ durch der Schneefall und der winterlich Fahrbahnverhältnis kommen es in Niederösterreich zu zahlreich Verkehrsunfall an der Samstag ein Frau kommen ein Frontalcrash um der Leben,polizei,polizei
NID_2023-01-21-15_2398,Dschungelcamp Affäre Yvonne Woelke reagieren auf der Vorwürf von Iris klein Vorwurf überschatten der Ereignis in der Dschungelcamp haben Peter Klein sein Ehefrau mit Yvonne Woelke betrogen Letztere beziehen nun Stellung,unterhaltung,unterhaltung
NID_2023-01-21-15_7298,Rußland nehmen offenbar Ort in der Süden der Ukraine ein Russland haben offenbar ein neu Offensive in der Gebiet Saporischschja starten russisch Militärblogger melden der Einnahme mehrere Ortschaft,politik,politik
NID_2023-01-21-15_8736,unbekannter zünden 26 jähriger in Rostocker Straßenbahn der Haar an in ein Rostocker Straßenbahn stecken ein unbekannter ein Frau der Haar in Brand der 26 Jährige bemerkt plötzlich Brandgeruch und ein Rauchwolk,panorama,sonstiges
NID_2023-01-21-15_2402,Dschungelcamp Fremdgeh Vorwurf haben Peter klein Iris in der Hotel Versace betrogen abseit der Dschungelcamps geben es Drama ein Begleitung werden vorwerfen fremdgegangen zu sein der Streit werden öffentlich austragen,unterhaltung,unterhaltung
NID_2023-01-21-15_7327,Sachsens Innenminister schlagen Alarm Ampel müssen Asylzustrom begrenzen wegen Migration Höchststand fordern Sachsen Innenminister der Asylzustrom zu begrenzen Foto pictuer allianc AA,migration,migration
NID_2023-01-21-15_7327,Sachsens Innenminister schlagen Alarm Ampel müssen Asylzustrom begrenzen wegen Migration Höchststand fordern Sachsen Innenminister der Asylzustrom zu begrenzen Foto pictuer allianc AA,asyl,asyl
NID_2023-01-21-15_66,1860 München winnen Köllner Endspiel 3 1 gegen Zwickau 1860 München zeigen ein Reaktion und schaffen der Befreiungsschlag inmitten der sportlich Krise der stark unter Druck geraten Löwe Trainer Köllner atmen auf vorerst,3. liga,sport
NID_2023-01-21-16_1368,Bremen sehen Start der 49 Euro Tickets zu der 1 Mai in Gefahr der Bremer Mobilitätssenatorin Maike Schaefer Grüne sehen der Start der 49 Euro Tickets zu der 1 Mai in Gefahr wenn der Gespräch und Verhandlung weiter so schleppend verlafen sehe sie schwarz für ein zeitnah Start teilen Schaefer an der Samstag mit Sie|sie erwarten von Bundesverkehrsminister Volker Wissing FDP dass er nicht ständig der Prozeß ausbremse und dann der Bundesland kritisiern,schienenverkehr,verkehr
NID_2023-01-21-16_5931,Moukoko bleiben doch Vertrag bei der BVB bis 2026 Erleichterung in Dortmund trotz divers Angebot aus der Ausland bleiben der Nationalspieler Youssoufa Moukoko bei der BVB doch sein Kampf um ein Stammplatz werden nicht einfach,borussia dortmund,sport
NID_2023-01-21-16_5931,Moukoko bleiben doch Vertrag bei der BVB bis 2026 Erleichterung in Dortmund trotz divers Angebot aus der Ausland bleiben der Nationalspieler Youssoufa Moukoko bei der BVB doch sein Kampf um ein Stammplatz werden nicht einfach,bundesliga,sport
NID_2023-01-21-16_244,93 Jahr alt Ex Astronaut Aldrin Habe wieder heiraten der zweit Mann auf der Mond Buzz Aldin haben an sein 93 Geburtstag zu der viert Mal ja sagen er heiraten sein sein langjährig Liebe Anca Faur in Los Angeles,leute,leute
NID_2023-01-21-16_1404,Brooke Shields sprechen über sexuell Übergriff es haben lang Jahr dauern und viel Therapi brauchen dass sie über ihr Erfahrung mit sexuell Gewalt sprechen können dabei wollen sie es aber nicht bewenden lassen sagen sie der Hollywood Reporter,film,unterhaltung
NID_2023-01-21-16_1404,Brooke Shields sprechen über sexuell Übergriff es haben lang Jahr dauern und viel Therapi brauchen dass sie über ihr Erfahrung mit sexuell Gewalt sprechen können dabei wollen sie es aber nicht bewenden lassen sagen sie der Hollywood Reporter,leute,leute
NID_2023-01-21-16_6761,Pietros Baby sein da so herzlich reagieren Ex Frau Sarah Engel endlich sein der klein Lombardi Spross da auch Ex Sarah richten ihr Wort an der Eltern Foto Instagram sarellax3,deutschland sucht den superstar,unterhaltung
NID_2023-01-21-16_3895,Handball Beißattacke US Spieler für zwei WM Spiel sperren weil er ein Gegenspieler bissen haben sollen sein der für der USA spielend deutsch Amerikaner Paul Skorupa bei der Handball WM nach eigen Aussage für zwei Spiel sperren werden,sport,sport
NID_2023-01-21-16_9903,Youssoufa Moukoko bleiben bei der BVB Vertragsverlängerung bis 2026 Borussia Dortmund müssen lange um er kämpfen doch nun sein sicher Youssoufa Moukoko trägen auch weiterhin der Trikot der Schwarz gelb,sport,sport
NID_2023-01-21-16_6075,nach Untersuchungshaft Fußballklub trennen er|es|sie von Dani Alves nah schlecht Nachricht für Dani Alves nachdem der Fußballstar in Spanien in Untersuchungshaft nehmen werden fliegen er jetzt auch bei sein Klub raus,sport,sport
NID_2023-01-21-16_3570,Gender Debatte d Gendern sein sexistisch und undemokratisch es sein seit Jahr ein Aufregerthema viel Politiker oder Moderator bedienen er|es|sie der Gender Sprachform n online Leser diskutieren,politik,politik
NID_2023-01-21-16_9395,Wechsel Hammer Berater von BVB Star Marco Reus in Leipzig sichten der WM sein lange vorbei und der Klubfußball stehen wieder in der Fokus besonders interessanen werden es auf der Transfermarkt,sport,sport
NID_2023-01-21-16_6537,offiziell Statement auf dies Mitteilung haben BVB Fan warten was Bild vorab berichten haben sein jetzt offiziell gut New bei der BVB Foto Stefan Constantin dpa,spielertransfer,sport
NID_2023-01-21-16_6579,Oppositionelle gehen in der russisch TV auf Putin los ein desaströser Fehler Immer öfter hören man besorgt Stimme|Stimmen in der russisch Staatsmedie doch ein so deutlich Mißbilligung von Putins Kriegsstrategie wie sie nun ein Politiker äußern sein selten,politik,politik
NID_2023-01-21-17_1178,BILDplus Inhalt Fremdgeh Zoff in der Dschungel Hotel jetzt sprechen der angeblich Affäre von Peter Klein Was sein wirklich mit Katzenberger Stiefpapa Yvonne packen in Bild aus Foto Martin Brinckmann picture alliance Geisler Fotopress,dschungelcamp,fernsehen
NID_2023-01-21-17_8932,Verena Kerth fliehen als erst aus der Dschungelcamp der Radiomoderatorin Verena Kerth fliehen als erst aus der RTL Dschungelcamp raus,dschungelcamp,fernsehen
NID_2023-01-21-17_1632,Chinese in all Welt begrüßen der Jahr der Hasen Chinese können erstmals seit Beginn der Pandemie wieder der traditionell Neujahrsfest mit ihr Familie feiern Doch Experte fürchen ein massiv Infektionswelle mit Zehntausenden Corona tot pro Tag,corona,covid
NID_2023-01-21-17_1632,Chinese in all Welt begrüßen der Jahr der Hasen Chinese können erstmals seit Beginn der Pandemie wieder der traditionell Neujahrsfest mit ihr Familie feiern Doch Experte fürchen ein massiv Infektionswelle mit Zehntausenden Corona tot pro Tag,gesundheit,gesundheit
NID_2023-01-21-17_1632,Chinese in all Welt begrüßen der Jahr der Hasen Chinese können erstmals seit Beginn der Pandemie wieder der traditionell Neujahrsfest mit ihr Familie feiern Doch Experte fürchen ein massiv Infektionswelle mit Zehntausenden Corona tot pro Tag,krankheiten,medizin
NID_2023-01-21-17_1547,Buzz Aldrin d legendäre NASA Astronaut haben mit 93 Jahr heiraten NASA Astronaut Buzz Aldrin haben an sein Geburtstag sein viert Hochzeit feiern Bild davon posten der 93 Jährige auf Twitter,unterhaltung,unterhaltung
NID_2023-01-21-17_1458,Bundesliga Hertha verlieren Kellerduell Eintracht Frankfurt sein neu Bayern Jäger Eintracht Frankfurt setzen sein gut Form fort und sein nun erst Verfolger der FC Bayern für Hertha BSC beginnen der neu Jahr dagegen mit ein derben Pleite bei der Kellerduell in Bochum,sport,sport
NID_2023-01-21-17_7781,Ski alpin Kitzbühel DSV Star Dreßen stürzen auf Streif Schwarzenegger fiebern mit Enttäuschung bei Ski Spektakel Thomas Dreßen haben sein zweit Sieg in Kitzbühel verpassen vor der Auge zahlreicher Superstar sein er spät mächtig sauer,sport,sport
NID_2023-01-21-17_8166,Strack Zimmermann ätzen gegen Mützenich Ansicht von gestern der Debatte um Panzerlieferung sorgen für Streit innerhalb der Ampelkoalition SPD Politiker Mützenich und FDP Politikerin Strack Zimmermann liefern er|es|sie ein Wortgefecht,politik,politik
NID_2023-01-21-17_8694,ukrainisch Botschafter enttäuscht von deutsch Partner ein Entscheidung über Kampfpanzer Lieferungen sein nach der Geberkonferenz in Ramstein ausgeblieben d Ukraine zeigen er|es|sie enttäuscht,politik,politik
NID_2023-01-21-17_228,81 Jährige sterben bei Verkehrunfall in der Mostviertel an der Samstag sein ein 81 jährige Frau bei ein Verkehrsunfall in der niederösterreichich Mostviertel tödlich verunglücken,polizei,polizei
NID_2023-01-21-17_7210,Riß in Rußlands Kriegsapparat verlieren Putin der Kontrolle über Kadyrow ein Streit um Gesichtsbehaarung offenbaren der Spaltung in der russisch Kriegsapparat verlieren der Kreml der Kontrolle über Kadyrow und Prigoschin,politik,politik
NID_2023-01-21-18_944,Beat Feuz Ski Legende beenden Karrier an historisch Stelle über anderthalb Jahrzehnt haben Beat Feuz zu der prägend Figur in der alpin Skizirkus gehören nun beenden er sein Karriere an ein besonder Ort,sport,sport
NID_2023-01-21-18_6645,Pannenserie bei der Puma Panzer erst Erkenntnis über Ursach Fachkräftemangel bei der Bundeswehr viel der Puma Ausfall haben ein Bericht zufolge verhindern werden können,politik,politik
NID_2023-01-21-18_7661,Selenskyj prangern Rußland an mehr als 100 Getreideschiff an der Bosporus blockieren schwer Vorwurf gegen Rußland ukrainisch Getreideexport sollen seit Woche auf russisch Inspekteur warten,politik,politik
NID_2023-01-21-18_9239,Wagner Chef Jewgeni Prigoschin schreiben Brief an der Pentagon d USA stufen der russisch Söldner Gruppe Wagner als kriminell Organisation ein und bereit Sanktion vor nun reagieren der Chef,politik,politik
NID_2023-01-21-18_5582,Mann in Ludwigshafen angeschossen der Fall geben derzeit Rätsel auf ein Mann werden mit ein Schusswunde finden doch woher dies stammen sein unbekannt,panorama,sonstiges
NID_2023-01-21-19_2695,Endrund in Polen und Schweden Norwegen bei Handball WM weiter ungeschlagen Deutschland letzt Hauptrundengegner Norwegen bleiben bei der Handball WM weiter ungeschlagen auf Kurs Viertelfinale,sport,sport
NID_2023-01-21-19_4457,Israel Hunderttausend Mensch protestieren gegen Regierung der neu rechts religiös israelisch Regierung sein in der Land umstritten besonders ihr Absicht der Justizsystem gezielt zu schwächen besorgt viel zu der wiederholt Mal geben es Massenprotest,benjamin netanjahu,politik
NID_2023-01-21-19_4457,Israel Hunderttausend Mensch protestieren gegen Regierung der neu rechts religiös israelisch Regierung sein in der Land umstritten besonders ihr Absicht der Justizsystem gezielt zu schwächen besorgt viel zu der wiederholt Mal geben es Massenprotest,demonstrationen,demonstration
NID_2023-01-21-19_4457,Israel Hunderttausend Mensch protestieren gegen Regierung der neu rechts religiös israelisch Regierung sein in der Land umstritten besonders ihr Absicht der Justizsystem gezielt zu schwächen besorgt viel zu der wiederholt Mal geben es Massenprotest,justiz,kriminalitaet
NID_2023-01-21-19_4457,Israel Hunderttausend Mensch protestieren gegen Regierung der neu rechts religiös israelisch Regierung sein in der Land umstritten besonders ihr Absicht der Justizsystem gezielt zu schwächen besorgt viel zu der wiederholt Mal geben es Massenprotest,regierung,politik
NID_2023-01-21-19_4746,Kinderleich in Bad Blankenburg finden Lebensgefährte der Mutter in der Verdacht in Thüringen werden ein Kinderleich finden der Polizei ermitteln nun gegen der Lebensgefährte der mutter,panorama,sonstiges
NID_2023-01-21-19_6050,nach Räumung von Lützerath RWE fordern von Aktivist Schadenersatz werden es für der Aktivist von Lützerath noch teuer der Energiekonzern RWE haben rechtlich Schritt gegen der Demonstrant ankündigen,panorama,sonstiges
NID_2023-01-21-19_4244,ich sein ein Star holen ich hier raus der schön Romanz in der Dschungelcamp Auch wenn der Liebe zwischen Kandidat nicht ewig halten spannend sein es doch Foto RTL,dschungelcamp,fernsehen
NID_2023-01-21-19_4208,Hugh Herr der meist Behinderung werden Ende der Jahrhundert nicht mehr existieren der Ingenieur Hugh Herr bauen künstlich Gliedmaße der er|es|sie mit der Nervensystem verbinden er glaubt an ein Zukunft in der Mensch Flügel haben oder vier Arm,leben,leben
